1|4) Qu' ose -je donc proposer? 
1	Qu'	que	PRO	PROWH	s=int	2	suj	_	_
24	)	)	PONCT	PONCT	s=w	27	ponct	_	_
25	Répondre	Répondre	N	NC	s=c	27	suj	_	_
26	Citer	Citer	N	NPP	s=p	25	mod	_	_
27	dis	dire	V	V	m=ind|n=s|p=2|t=pst	12	mod	_	_
28	donc	donc	ADV	ADV	_|marker=131	27	mod	_	_
29	l'	le	D	DET	n=s|s=def	30	det	_	_
30	invité	inviter	V	VPP	g=m|m=part|n=s|t=past	27	ats	_	_
31	,	,	PONCT	PONCT	s=w	27	ponct	_	_
32	je	cln	CL	CLS	s=suj	33	suj	_	_
33	sais	savoir	V	V	m=ind|n=s|p=2|t=pst	12	mod	_	_
34	de	de	P	P	_	37	mod	_	_
35	quoi	quoi	PRO	PROREL	s=rel	34	obj	_	_
36	je	cln	CL	CLS	s=suj	37	suj	_	_
37	parle	parler	V	V	m=ind|n=s|p=3|t=pst	12	mod	_	_
38	je	cln	CL	CLS	s=suj	37	suj	_	_
39	le	le	D	DET	g=m|n=s|s=def	40	det	_	_
40	suis	suivre	V	V	m=ind|n=s|p=2|t=pst	12	mod	_	_
41	aussi	aussi	ADV	ADV	_|marker=208	40	mod	_	_
42	...	...	PONCT	PONCT	s=s	12	ponct	_	_

384|2000) Re: Aimons la nature[ 1396]- invitée- Posté le: 08/11/2007 à 21: 44( Lu 301 fois) Répondre Citer dis donc l' invité, je sais de quoi je parle je le suis aussi... 
1	Re	Re	N	NPP	g=m|n=s|s=p	12	suj	_	_
2	:	:	PONCT	PONCT	s=w	1	ponct	_	_
3	Aimons	Aimons	N	NPP	s=p	1	mod	_	_
4	la	le	D	DET	g=f|n=s|s=def	5	det	_	_
5	nature	nature	N	NC	g=f|n=s|s=c	1	mod	_	_
6	[	[	PONCT	PONCT	s=w	5	ponct	_	_
7	1396	1396	N	NC	s=card	5	mod	_	_
8	]	]	PONCT	PONCT	s=w	5	ponct	_	_
9	-	-	PONCT	PONCT	s=w	5	ponct	_	_
10	invitée	inviter	V	VPP	g=f|m=part|n=s|t=past	5	mod	_	_
11	-	-	PONCT	PONCT	s=w	12	ponct	_	_
12	Posté	Posté	N	NC	s=c	0	root	_	_
13	le	le	D	DET	g=m|n=s|s=def	27	obj	_	_
14	:	:	PONCT	PONCT	s=w	13	ponct	_	_
15	08/11/2007	08/11/2007	D	DET	s=card	13	coord	_	_
16	à	à	P	P	_	15	dep	_	_
17	21	21	N	NC	s=card	16	obj	_	_
18	:	:	PONCT	PONCT	s=w	13	ponct	_	_
19	44	44	D	DET	s=card	13	mod	_	_
20	(	(	PONCT	PONCT	s=w	13	ponct	_	_
21	Lu	Lu	N	NC	s=c	13	mod	_	_
22	301	301	A	ADJ	s=card	21	mod	_	_
23	fois	fois	N	NC	g=f|s=c	21	mod	_	_
24	)	)	PONCT	PONCT	s=w	27	ponct	_	_
25	Répondre	Répondre	N	NC	s=c	27	suj	_	_
26	Citer	Citer	N	NPP	s=p	25	mod	_	_
27	dis	dire	V	V	m=ind|n=s|p=2|t=pst	12	mod	_	_
28	donc	donc	ADV	ADV	_|marker=131	27	mod	_	_
29	l'	le	D	DET	n=s|s=def	30	det	_	_
30	invité	inviter	V	VPP	g=m|m=part|n=s|t=past	27	ats	_	_
31	,	,	PONCT	PONCT	s=w	27	ponct	_	_
32	je	cln	CL	CLS	s=suj	33	suj	_	_
33	sais	savoir	V	V	m=ind|n=s|p=2|t=pst	12	mod	_	_
34	de	de	P	P	_	37	mod	_	_
35	quoi	quoi	PRO	PROREL	s=rel	34	obj	_	_
36	je	cln	CL	CLS	s=suj	37	suj	_	_
37	parle	parler	V	V	m=ind|n=s|p=3|t=pst	12	mod	_	_
38	je	cln	CL	CLS	s=suj	37	suj	_	_
39	le	le	D	DET	g=m|n=s|s=def	40	det	_	_
40	suis	suivre	V	V	m=ind|n=s|p=2|t=pst	12	mod	_	_
41	aussi	aussi	ADV	ADV	_|marker=208	40	mod	_	_
42	...	...	PONCT	PONCT	s=s	12	ponct	_	_

385|2005) Bon, le seul soucis c' est que ça ne sent rien, alors pour ceux qui pensent que leur linge est propre uniquement lorsqu' il sent la lessive, ben, c' est grillé- ------------------------------- Que dieu me pardonne, j' ai choisi ma voie... 
1	Bon	bon	A	ADJ	g=m|n=s|s=qual	7	mod	_	_
2	,	,	PONCT	PONCT	s=w	7	ponct	_	_
3	le	le	D	DET	g=m|n=s|s=def	5	det	_	_
4	seul	seul	A	ADJ	g=m|n=s|s=qual	5	mod	_	_
5	soucis	souci	N	NC	g=m|n=p|s=c	7	suj	_	_
6	c'	cln	CL	CLS	s=suj	7	suj	_	_
7	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
8	que	que	C	CS	s=s	7	ats	_	_
9	ça	cela	PRO	PRO	g=m|n=s|s=dem	11	suj	_	_
10	ne	ne	ADV	ADV	s=neg	11	mod	_	_
11	sent	sentir	V	V	m=ind|n=s|p=3|t=pst	8	obj	_	_
12	rien	rien	PRO	PRO	n=s|s=neg	11	obj	_	_
13	,	,	PONCT	PONCT	s=w	11	ponct	_	_
14	alors	alors	ADV	ADV	_|marker=7	11	mod	_	_
15	pour	pour	P	P	_	11	mod	_	_
16	ceux	celui	PRO	PRO	g=m|n=p|s=dem	15	obj	_	_
17	qui	qui	PRO	PROREL	s=rel	18	suj	_	_
18	pensent	penser	V	V	m=ind|n=p|p=3|t=pst	16	mod_rel	_	_
19	que	que	C	CS	s=s	18	obj	_	_
20	leur	son	D	DET	n=s|s=poss	21	det	_	_
21	linge	linge	N	NC	g=m|n=s|s=c	22	suj	_	_
22	est	être	V	V	m=ind|n=s|p=3|t=pst	19	obj	_	_
23	propre	propre	A	ADJ	n=s|s=qual	22	ats	_	_
24	uniquement	uniquement	ADV	ADV	_	23	mod	_	_
25	lorsqu'	lorsque	C	CS	s=s	22	mod	_	_
26	il	cln	CL	CLS	s=suj	27	suj	_	_
27	sent	sentir	V	V	m=ind|n=s|p=3|t=pst	25	obj	_	_
28	la	le	D	DET	g=f|n=s|s=def	29	det	_	_
29	lessive	lessive	N	NC	g=f|n=s|s=c	27	obj	_	_
30	,	,	PONCT	PONCT	s=w	22	ponct	_	_
31	ben	ben	N	NC	s=c	22	mod	_	_
32	,	,	PONCT	PONCT	s=w	35	ponct	_	_
33	c'	cln	CL	CLS	s=suj	35	suj	_	_
34	est	être	V	V	m=ind|n=s|p=3|t=pst	35	aux_pass	_	_
35	grillé	griller	V	VPP	g=m|m=part|n=s|t=past	7	mod	_	_
36	-	-	PONCT	PONCT	s=w	35	ponct	_	_
37	------------------------------	------------------------------	N	NC	s=c	35	mod	_	_
38	-	-	PONCT	PONCT	s=w	35	ponct	_	_
39	Que	que	PRO	PROWH	s=int	35	mod	_	_
40	dieu	dieu	N	NC	g=m|n=s|s=c	39	mod	_	_
41	me	clad	CL	CLO	s=obj	42	aff	_	_
42	pardonne	pardonner	V	V	m=ind|n=s|p=3|t=pst	7	dep	_	_
43	,	,	PONCT	PONCT	s=w	46	ponct	_	_
44	j'	cln	CL	CLS	s=suj	46	suj	_	_
45	ai	avoir	V	V	m=ind|n=s|p=1|t=pst	46	aux_tps	_	_
46	choisi	choisir	V	VPP	g=m|m=part|n=s|t=past	7	mod	_	_
47	ma	son	D	DET	g=f|n=s|s=poss	48	det	_	_
48	voie	voie	N	NC	g=f|n=s|s=c	46	obj	_	_
49	...	...	PONCT	PONCT	s=s	7	ponct	_	_

386|2008) Je viens à_peine de me désintoxiquer alors ne me tente pas. 
1	Je	cln	CL	CLS	s=suj	2	suj	_	_
2	viens	venir	V	V	m=ind|n=s|p=2|t=pst	0	root	_	_
3	à_peine	à_peine	ADV	ADV	_	2	mod	_	_
4	de	de	P	P	_	2	obj	_	_
5	me	clad	CL	CLO	s=obj	6	a_obj	_	_
6	désintoxiquer	désintoxiquer	V	VINF	m=inf	4	obj	_	_
7	alors	alors	ADV	ADV	_|marker=7	6	mod	_	_
8	ne	ne	ADV	ADV	s=neg	10	mod	_	_
9	me	clad	CL	CLO	s=obj	10	a_obj	_	_
10	tente	tenter	V	V	m=ind|n=s|p=3|t=pst	2	mod	_	_
11	pas	pas	ADV	ADV	s=neg	10	mod	_	_
12	.	.	PONCT	PONCT	s=s	2	ponct	_	_

387|2017) Accueil > Social > Durée du travail > Congé parental, remise d' une fiche de salaire à l' employé Réponses des Ministres aux Parlementaires Sénat- 03/03/2005( JO 05/05/2005) M. Jean Louis Masson- Sénateur de la Moselle( NI) M. Jean Louis Masson demande à M. le ministre de l' emploi, du travail et de la cohésion sociale si un employeur est tenu de donner une fiche de salaire à son employé lorsque celui-ci est en congé parental et qu' il n' y a donc pas de salaire à verser. 
1	Accueil	accueil	N	NC	g=m|n=s|s=c	2	suj	_	_
2	>	suivre	V	V	m=ind|p=3|t=pst	0	root	_	_
3	Social	Social	N	NPP	s=p	2	obj	_	_
4	>	suivre	V	V	m=ind|p=3|t=pst	2	mod	_	_
5	Durée	Durée	N	NPP	s=p	4	suj	_	_
6	du	de	P+D	P+D	s=def	4	mod	_	_
7	travail	travail	N	NC	g=m|n=s|s=c	6	obj	_	_
8	>	suivre	V	V	m=ind|p=3|t=pst	2	mod	_	_
9	Congé	Congé	N	NPP	s=p	8	suj	_	_
10	parental	parental	A	ADJ	g=m|n=s|s=qual	9	mod	_	_
11	,	,	PONCT	PONCT	s=w	9	ponct	_	_
12	remise	remise	N	NC	g=f|n=s|s=c	9	mod	_	_
13	d'	de	P	P	_	12	dep	_	_
14	une	un	D	DET	g=f|n=s|s=ind	15	det	_	_
15	fiche	fiche	N	NC	g=f|n=s|s=c	13	obj	_	_
16	de	de	P	P	_	15	dep	_	_
17	salaire	salaire	N	NC	g=m|n=s|s=c	16	obj	_	_
18	à	à	P	P	_	12	dep	_	_
19	l'	le	D	DET	n=s|s=def	20	det	_	_
20	employé	employé	N	NC	g=m|n=s|s=c	18	obj	_	_
21	Réponses	Réponses	N	NPP	s=p	20	mod	_	_
22	des	de	P+D	P+D	s=def	20	dep	_	_
23	Ministres	ministre	N	NC	g=m|n=p|s=c	22	obj	_	_
24	aux	à	P+D	P+D	s=def	12	dep	_	_
25	Parlementaires	parlementaire	N	NC	n=p|s=c	24	obj	_	_
26	Sénat	Sénat	N	NPP	s=p	25	mod	_	_
27	-	-	PONCT	PONCT	s=w	26	ponct	_	_
28	03/03/2005	03/03/2005	N	NC	s=card	26	mod	_	_
29	(	(	PONCT	PONCT	s=w	26	ponct	_	_
30	JO	Jeux_Olympiques	N	NC	g=f|n=p|s=c	26	mod	_	_
31	05/05/2005	05/05/2005	A	ADJ	s=card	30	mod	_	_
32	)	)	PONCT	PONCT	s=w	25	ponct	_	_
33	M.	M.	N	NC	g=m|n=s|s=c	25	mod	_	_
34	Jean	Jean	N	NPP	g=f|n=s|s=p	33	mod	_	_
35	Louis	Louis	N	NPP	g=m|n=s|s=p	33	mod	_	_
36	Masson	Masson	N	NPP	s=p	33	mod	_	_
37	-	-	PONCT	PONCT	s=w	33	ponct	_	_
38	Sénateur	sénateur	N	NC	g=m|n=s|s=c	33	mod	_	_
39	de	de	P	P	_	38	dep	_	_
40	la	le	D	DET	g=f|n=s|s=def	41	det	_	_
41	Moselle	Moselle	N	NPP	g=f|n=s|s=p	39	obj	_	_
42	(	(	PONCT	PONCT	s=w	41	ponct	_	_
43	NI	NI	N	NPP	s=p	41	mod	_	_
44	)	)	PONCT	PONCT	s=w	41	ponct	_	_
45	M.	M.	N	NC	g=m|n=s|s=c	41	mod	_	_
46	Jean	Jean	N	NPP	g=f|n=s|s=p	45	mod	_	_
47	Louis	Louis	N	NPP	g=m|n=s|s=p	45	mod	_	_
48	Masson	Masson	N	NPP	s=p	45	mod	_	_
49	demande	demander	V	V	m=ind|n=s|p=3|t=pst	8	dep	_	_
50	à	à	P	P	_	2	mod	_	_
51	M.	M.	N	NC	g=m|n=s|s=c	50	obj	_	_
52	le	le	D	DET	g=m|n=s|s=def	53	det	_	_
53	ministre	ministre	N	NC	g=m|n=s|s=c	51	mod	_	_
54	de	de	P	P	_	53	dep	_	_
55	l'	le	D	DET	n=s|s=def	56	det	_	_
56	emploi	emploi	N	NC	g=m|n=s|s=c	54	obj	_	_
57	,	,	PONCT	PONCT	s=w	51	ponct	_	_
58	du	de	P+D	P+D	s=def	51	dep	_	_
59	travail	travail	N	NC	g=m|n=s|s=c	58	obj	_	_
60	et	et	C	CC	s=c	50	coord	_	_
61	de	de	P	P	_	60	dep_coord	_	_
62	la	le	D	DET	g=f|n=s|s=def	63	det	_	_
63	cohésion	cohésion	N	NC	g=f|n=s|s=c	61	obj	_	_
64	sociale	social	A	ADJ	g=f|n=s|s=qual	63	mod	_	_
65	si	si	C	CS	s=s|marker=349	2	mod	_	_
66	un	un	D	DET	g=m|n=s|s=ind	67	det	_	_
67	employeur	employeur	N	NC	g=m|n=s|s=c	69	suj	_	_
68	est	être	V	V	m=ind|n=s|p=3|t=pst	69	aux_pass	_	_
69	tenu	tenir	V	VPP	g=m|m=part|n=s|t=past	65	obj	_	_
70	de	de	P	P	_	69	de_obj	_	_
71	donner	donner	V	VINF	m=inf	70	obj	_	_
72	une	un	D	DET	g=f|n=s|s=ind	73	det	_	_
73	fiche	fiche	N	NC	g=f|n=s|s=c	71	obj	_	_
74	de	de	P	P	_	73	dep	_	_
75	salaire	salaire	N	NC	g=m|n=s|s=c	74	obj	_	_
76	à	à	P	P	_	71	mod	_	_
77	son	son	D	DET	n=s|s=poss	78	det	_	_
78	employé	employé	N	NC	g=m|n=s|s=c	76	obj	_	_
79	lorsque	lorsque	C	CS	s=s	71	mod	_	_
80	celui-ci	celui-ci	PRO	PRO	g=m|n=s|s=dem	81	suj	_	_
81	est	être	V	V	m=ind|n=s|p=3|t=pst	79	obj	_	_
82	en	en	P	P	p=3	81	ats	_	_
83	congé	congé	N	NC	g=m|n=s|s=c	82	obj	_	_
84	parental	parental	A	ADJ	g=m|n=s|s=qual	83	mod	_	_
85	et	et	C	CC	s=c	79	coord	_	_
86	qu'	que	C	CS	s=s	85	dep_coord	_	_
87	il	cln	CL	CLS	s=suj	90	suj	_	_
88	n'	ne	ADV	ADV	s=neg	90	mod	_	_
89	y	y	CL	CLO	p=3|s=obj	90	aff	_	_
90	a	avoir	V	V	m=ind|n=s|p=3|t=pst	86	obj	_	_
91	donc	donc	ADV	ADV	_|marker=131	90	mod	_	_
92	pas	pas	ADV	ADV	s=neg	90	mod	_	_
93	de	de	P	P	_	90	mod	_	_
94	salaire	salaire	N	NC	g=m|n=s|s=c	93	obj	_	_
95	à	à	P	P	_	90	mod	_	_
96	verser	verser	V	VINF	m=inf	95	obj	_	_
97	.	.	PONCT	PONCT	s=s	2	ponct	_	_

388|2021) Ainsi, lorsque le salarié bénéficie d' un congé parental d' éducation à taux plein, le contrat de travail est suspendu et l' employeur n' est nullement tenu de lui donner un bulletin de salaire. 
1	Ainsi	ainsi	ADV	ADV	_	22	mod	_	_
2	,	,	PONCT	PONCT	s=w	22	ponct	_	_
3	lorsque	lorsque	C	CS	s=s	22	mod	_	_
4	le	le	D	DET	g=m|n=s|s=def	5	det	_	_
5	salarié	salarié	N	NC	g=m|n=s|s=c	6	suj	_	_
6	bénéficie	bénéficier	V	V	m=ind|n=s|p=3|t=pst	3	obj	_	_
7	d'	de	P	P	_	6	de_obj	_	_
8	un	un	D	DET	g=m|n=s|s=ind	9	det	_	_
9	congé	congé	N	NC	g=m|n=s|s=c	7	obj	_	_
10	parental	parental	A	ADJ	g=m|n=s|s=qual	9	mod	_	_
11	d'	de	P	P	_	9	dep	_	_
12	éducation	éducation	N	NC	g=f|n=s|s=c	11	obj	_	_
13	à	à	P	P	_	6	mod	_	_
14	taux	taux	N	NC	g=m|s=c	13	obj	_	_
15	plein	plein	A	ADJ	g=m|n=s|s=qual	14	mod	_	_
16	,	,	PONCT	PONCT	s=w	22	ponct	_	_
17	le	le	D	DET	g=m|n=s|s=def	18	det	_	_
18	contrat	contrat	N	NC	g=m|n=s|s=c	22	suj	_	_
19	de	de	P	P	_	18	dep	_	_
20	travail	travail	N	NC	g=m|n=s|s=c	19	obj	_	_
21	est	être	V	V	m=ind|n=s|p=3|t=pst	22	aux_pass	_	_
22	suspendu	suspendre	V	VPP	g=m|m=part|n=s|t=past	0	root	_	_
23	et	et	C	CC	s=c	22	coord	_	_
24	l'	le	D	DET	n=s|s=def	25	det	_	_
25	employeur	employeur	N	NC	g=m|n=s|s=c	29	suj	_	_
26	n'	ne	ADV	ADV	s=neg	29	mod	_	_
27	est	être	V	V	m=ind|n=s|p=3|t=pst	29	aux_pass	_	_
28	nullement	nullement	ADV	ADV	_	29	mod	_	_
29	tenu	tenir	V	VPP	g=m|m=part|n=s|t=past	23	dep_coord	_	_
30	de	de	P	P	_	29	de_obj	_	_
31	lui	cld	CL	CLO	n=s|s=obj	32	a_obj	_	_
32	donner	donner	V	VINF	m=inf	30	obj	_	_
33	un	un	D	DET	g=m|n=s|s=ind	34	det	_	_
34	bulletin	bulletin	N	NC	g=m|n=s|s=c	32	obj	_	_
35	de	de	P	P	_	34	dep	_	_
36	salaire	salaire	N	NC	g=m|n=s|s=c	35	obj	_	_
37	.	.	PONCT	PONCT	s=s	22	ponct	_	_

389|2023) Age: 41 Inscrit le: 22 Sep 2007 Messages: 359 Localisation: aiguillon Prénom: didier Sujet: repeuplement de nos ruisseaux Dim 18 Nov- 9: 19 bonjour a tous je pense que nous avons tous dans nos beaux départements de beaux petits ruisseaux capable de recevoir de belles truites je ne sais pas si vous connaissez le systemes de repeuplement avec la méthode de la boite vibert mon avis est le suivent: bien_que d' empoissonnés avec des truites portion( dites de bassine) n' est pas mal du tout, et permet de pouvoir prendre du poisson la meme année je pense qu' il serais aussi judicieux de mettre quelques portions de court d' eau en reserve et d' y placer ces fameuses boites qui pourais a longs therme redonner a ces ruisseaux quelques belles sauvages qui reproduirons a leurs tour je vous donne un lien( pour ceux qui ne connaitrais pas ce systeme) http://www.pechedelatruite.com/article.php3?id_article=368 peut-etre que mon idée n' est pas fesable partout et que je suis a coté de la plaque c' est pour cela que met ce sujet afin_d' avoir vos reaction sur ce point tout en sachant qu' il est peut-etre possible de le faire avec d'_autres especes didier Fisher24 Administrateur Age: 26 Inscrit le: 20 Nov 2006 Messages: 2490 Localisation: Mussidan( 24) Prénom: Laurent Sujet: Re: repeuplement de nos ruisseaux Dim 18 Nov- 10: 24 Salut Didier, je ne connaissais pas du tout cette méthode qui à l' air vraiment pas mal. 
1	Age	age	N	NC	g=m|n=s|s=c	33	mod	_	_
2	:	:	PONCT	PONCT	s=w	33	ponct	_	_
3	41	41	D	DET	s=card	4	det	_	_
4	Inscrit	inscrit	N	NC	g=m|n=s|s=c	33	suj	_	_
5	le	le	D	DET	g=m|n=s|s=def	4	mod	_	_
6	:	:	PONCT	PONCT	s=w	4	ponct	_	_
7	22	22	D	DET	s=card	10	det	_	_
8	Sep	Sep	ET	ET	_	10	dep	_	_
9	2007	2007	ET	ET	s=card	10	dep	_	_
10	Messages	Messages	ET	ET	_	4	dep	_	_
11	:	:	PONCT	PONCT	s=w	4	ponct	_	_
12	359	359	D	DET	s=card	13	det	_	_
13	Localisation	localisation	N	NC	g=f|n=s|s=c	4	mod	_	_
14	:	:	PONCT	PONCT	s=w	4	ponct	_	_
15	aiguillon	aiguillon	N	NC	g=m|n=s|s=c	4	mod	_	_
16	Prénom	Prénom	N	NPP	s=p	15	mod	_	_
17	:	:	PONCT	PONCT	s=w	4	ponct	_	_
18	didier	didier	ET	ET	_	19	dep	_	_
19	Sujet	Sujet	ET	ET	_	4	dep	_	_
20	:	:	PONCT	PONCT	s=w	4	ponct	_	_
21	repeuplement	repeuplement	N	NC	g=m|n=s|s=c	4	mod	_	_
22	de	de	P	P	_	21	dep	_	_
23	nos	son	D	DET	n=p|s=poss	24	det	_	_
24	ruisseaux	ruisseau	N	NC	g=m|n=p|s=c	22	obj	_	_
25	Dim	Dim	N	NPP	s=p	24	mod	_	_
26	18	18	A	ADJ	s=card	24	mod	_	_
27	Nov	Nov	N	NPP	s=p	24	mod	_	_
28	-	-	PONCT	PONCT	s=w	24	ponct	_	_
29	9	9	A	ADJ	s=card	24	mod	_	_
30	:	:	PONCT	PONCT	s=w	4	ponct	_	_
31	19	19	N	NC	s=card	4	mod	_	_
32	bonjour	bonjour	N	NC	g=m|n=s|s=c	31	mod	_	_
33	a	avoir	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
34	tous	tout	A	ADJ	g=m|n=p|s=ind	36	mod	_	_
35	je	cln	CL	CLS	s=suj	36	suj	_	_
36	pense	penser	V	V	m=ind|n=s|p=3|t=pst	33	mod	_	_
37	que	que	C	CS	s=s	36	obj	_	_
38	nous	cln	CL	CLS	s=suj	39	suj	_	_
39	avons	avoir	V	V	m=ind|n=p|p=1|t=pst	37	obj	_	_
40	tous	tout	PRO	PRO	g=m|n=p|s=ind	39	obj	_	_
41	dans	dans	P	P	_	39	mod	_	_
42	nos	son	D	DET	n=p|s=poss	44	det	_	_
43	beaux	beau	A	ADJ	g=m|n=p|s=qual	44	mod	_	_
44	départements	département	N	NC	g=m|n=p|s=c	41	obj	_	_
45	de	de	P	P	_	44	dep	_	_
46	beaux	beau	A	ADJ	g=m|n=p|s=qual	48	mod	_	_
47	petits	petit	A	ADJ	g=m|n=p|s=qual	48	mod	_	_
48	ruisseaux	ruisseau	N	NC	g=m|n=p|s=c	45	obj	_	_
49	capable	capable	A	ADJ	n=s|s=qual	48	mod	_	_
50	de	de	P	P	_	49	dep	_	_
51	recevoir	recevoir	V	VINF	m=inf	50	obj	_	_
52	de	un	D	DET	n=p|s=ind	54	det	_	_
53	belles	beau	A	ADJ	g=f|n=p|s=qual	54	mod	_	_
54	truites	truite	N	NC	g=f|n=p|s=c	51	obj	_	_
55	je	cln	CL	CLS	s=suj	57	suj	_	_
56	ne	ne	ADV	ADV	s=neg	57	mod	_	_
57	sais	savoir	V	V	m=ind|n=s|p=2|t=pst	39	dep	_	_
58	pas	pas	ADV	ADV	s=neg	57	mod	_	_
59	si	si	C	CS	s=s|marker=349	57	mod	_	_
60	vous	cln	CL	CLS	s=suj	61	suj	_	_
61	connaissez	connaître	V	V	m=ind|n=p|p=2|t=pst	59	obj	_	_
62	le	le	D	DET	g=m|n=s|s=def	63	det	_	_
63	systemes	systeme	N	NC	s=c	61	obj	_	_
64	de	de	P	P	_	63	dep	_	_
65	repeuplement	repeuplement	N	NC	g=m|n=s|s=c	64	obj	_	_
66	avec	avec	P	P	_	61	mod	_	_
67	la	le	D	DET	g=f|n=s|s=def	68	det	_	_
68	méthode	méthode	N	NC	g=f|n=s|s=c	66	obj	_	_
69	de	de	P	P	_	68	dep	_	_
70	la	le	D	DET	g=f|n=s|s=def	71	det	_	_
71	boite	boite	N	NC	s=c	69	obj	_	_
72	vibert	vibert	P	P	_	61	mod	_	_
73	mon	son	D	DET	n=s|s=poss	74	det	_	_
74	avis	avis	N	NC	g=m|s=c	72	obj	_	_
75	est	être	V	V	m=ind|n=s|p=3|t=pst	61	dep	_	_
76	le	cla	CL	CLO	g=m|n=s|s=obj	77	obj	_	_
77	suivent	suivre	V	V	m=ind|n=p|p=3|t=pst	61	dep	_	_
78	:	:	PONCT	PONCT	s=w	33	ponct	_	_
79	bien_que	bien_que	C	CS	s=s|marker=71	33	mod	_	_
80	d'	de	P	P	_	92	mod	_	_
81	empoissonnés	empoissonner	V	VPP	g=m|m=part|n=p|t=past	80	obj	_	_
82	avec	avec	P	P	_	81	mod	_	_
83	des	de	D	DET	_	84	det	_	_
84	truites	truite	N	NC	g=f|n=p|s=c	82	obj	_	_
85	portion	portion	N	NC	g=f|n=s|s=c	84	mod	_	_
86	(	(	PONCT	PONCT	s=w	84	ponct	_	_
87	dites	dire	V	VPP	g=f|m=part|n=p|t=past	84	mod	_	_
88	de	de	P	P	_	87	de_obj	_	_
89	bassine	bassine	N	NC	g=f|n=s|s=c	88	obj	_	_
90	)	)	PONCT	PONCT	s=w	84	ponct	_	_
91	n'	ne	ADV	ADV	s=neg	92	mod	_	_
92	est	être	V	V	m=ind|n=s|p=3|t=pst	79	obj	_	_
93	pas	pas	ADV	ADV	s=neg	92	mod	_	_
94	mal	mal	ADV	ADV	_	92	mod	_	_
95	du	de	P+D	P+D	s=def	92	mod	_	_
96	tout	tout	PRO	PRO	g=m|n=s|s=ind	95	obj	_	_
97	,	,	PONCT	PONCT	s=w	33	ponct	_	_
98	et	et	C	CC	s=c	33	coord	_	_
99	permet	permettre	V	V	m=ind|n=s|p=3|t=pst	98	dep_coord	_	_
100	de	de	P	P	_	99	obj	_	_
101	pouvoir	pouvoir	V	VINF	m=inf	100	obj	_	_
102	prendre	prendre	V	VINF	m=inf	101	obj	_	_
103	du	de	P+D	P+D	s=def	102	de_obj	_	_
104	poisson	poisson	N	NC	g=m|n=s|s=c	103	obj	_	_
105	la	le	D	DET	g=f|n=s|s=def	107	det	_	_
106	meme	meme	A	ADJ	s=qual	107	mod	_	_
107	année	année	N	NC	g=f|n=s|s=c	102	obj	_	_
108	je	cln	CL	CLS	s=suj	109	suj	_	_
109	pense	penser	V	V	m=ind|n=s|p=3|t=pst	33	dep	_	_
110	qu'	que	C	CS	s=s	109	obj	_	_
111	il	cln	CL	CLS	s=suj	112	suj	_	_
112	serais	être	V	V	m=ind|n=s|p=2|t=cond	110	obj	_	_
113	aussi	aussi	ADV	ADV	_|marker=208	112	mod	_	_
114	judicieux	judicieux	A	ADJ	g=m|s=qual	112	ats	_	_
115	de	de	P	P	_	112	obj	_	_
116	mettre	mettre	V	VINF	m=inf	115	obj	_	_
117	quelques	quelque	D	DET	n=p|s=ind	118	det	_	_
118	portions	portion	N	NC	g=f|n=p|s=c	116	obj	_	_
119	de	de	P	P	_	118	dep	_	_
120	court	court	A	ADJ	g=m|n=s|s=qual	119	obj	_	_
121	d'	de	P	P	_	118	dep	_	_
122	eau	eau	N	NC	g=f|n=s|s=c	121	obj	_	_
123	en	en	P	P	p=3	116	mod	_	_
124	reserve	reserve	N	NC	s=c	123	obj	_	_
125	et	et	C	CC	s=c	115	coord	_	_
126	d'	de	P	P	_	125	dep_coord	_	_
127	y	y	CL	CLO	p=3|s=obj	128	aff	_	_
128	placer	placer	V	VINF	m=inf	126	obj	_	_
129	ces	ce	D	DET	n=p|s=dem	131	det	_	_
130	fameuses	fameux	A	ADJ	g=f|n=p|s=qual	131	mod	_	_
131	boites	boite	N	NC	s=c	128	obj	_	_
132	qui	qui	PRO	PROREL	s=rel	134	suj	_	_
133	pourais	pourais	ADV	ADV	_	134	mod	_	_
134	a	avoir	V	V	m=ind|n=s|p=3|t=pst	131	mod_rel	_	_
135	longs	long	A	ADJ	g=m|n=p|s=qual	136	mod	_	_
136	therme	therme	N	NC	s=c	134	obj	_	_
137	redonner	redonner	V	VINF	m=inf	134	mod	_	_
138	a	avoir	V	V	m=ind|n=s|p=3|t=pst	33	mod	_	_
139	ces	ce	D	DET	n=p|s=dem	140	det	_	_
140	ruisseaux	ruisseau	N	NC	g=m|n=p|s=c	33	obj	_	_
141	quelques	quelque	A	ADJ	n=p|s=ind	142	dep	_	_
142	belles	beau	A	ADJ	g=f|n=p|s=qual	140	mod	_	_
143	sauvages	sauvage	A	ADJ	n=p|s=qual	140	mod	_	_
144	qui	qui	PRO	PROREL	s=rel	145	suj	_	_
145	reproduirons	reproduire	V	V	m=ind|n=p|p=1|t=fut	140	mod_rel	_	_
146	a	avoir	V	V	m=ind|n=s|p=3|t=pst	33	mod	_	_
147	leurs	son	D	DET	n=p|s=poss	148	det	_	_
148	tour	tour	N	NC	n=s|s=c	146	suj	_	_
